entry_time,exit_time,direction,entry_px,exit_px,exit_reason,gross_pts,cost_pts,net_pts,net_krw,size_factor,exit_date,entry_close,entry_high,entry_low,entry_volume,exit_close,exit_high,exit_low,exit_volume,regime,year,entry_rsi,entry_macd,entry_macd_signal,entry_macd_hist,entry_atr,entry_supertrend,entry_supertrend_dir,entry_ma20,entry_ma60,entry_bb_upper,entry_bb_lower,entry_bb_middle,is_win,entry_hour,entry_dayofweek,entry_month,win_probability
2024-04-17 14:35:00,2024-04-17 15:20:00,1,357.5,354.65,eod,-2.8500000000000227,0.1213645,-2.971364500000023,-93597.98175000072,1.0,2024-04-17,357.3,357.55,357.2,0.0,354.65,354.75,354.35,0.0,1.0,2024,49.05660377358471,0.1340501025759408,0.1953517791862605,-0.0613016766103196,0.4142857142857232,382.1410714285714,1.0,357.54,357.19666666666666,358.6859769447904,356.39402305520963,357.54,0,14,2,4,0.7152916
2024-04-18 10:25:00,2024-04-18 15:45:00,1,358.95,360.35,eod,1.400000000000034,0.121579,1.278421000000034,40270.26150000107,1.0,2024-04-18,359.2,359.3,358.85,0.0,360.35,360.35,360.35,0.0,1.0,2024,81.03448275862053,0.7460420578643152,0.6277348254370256,0.1183072324272895,0.5071428571428507,382.1410714285714,1.0,357.9,357.07166666666666,360.44661798430553,355.3533820156944,357.9,1,10,3,4,0.8283859
2024-04-22 10:25:00,2024-04-22 15:05:00,1,357.4,358.1,pivot,0.7000000000000455,0.121465,0.5785350000000454,18223.85250000143,1.0,2024-04-22,357.15,357.45,356.85,0.0,358.4,358.55,357.9,0.0,1.0,2024,41.31736526946082,0.6500887103622972,0.7156859120784713,-0.0655972017161741,1.0357142857142816,382.1410714285714,1.0,356.9675,354.30833333333334,358.8707589778985,355.06424102210144,356.9675,1,10,0,4,0.85049945
2024-04-22 15:05:00,2024-04-22 15:45:00,1,358.1,358.8,eod,0.6999999999999886,0.121507,0.5784929999999886,18222.52949999964,1.0,2024-04-22,358.4,358.55,357.9,0.0,358.8,358.8,358.8,0.0,1.0,2024,69.99999999999929,0.4417291451317169,0.2170519954910731,0.2246771496406437,0.5142857142857135,382.1410714285714,1.0,356.6975,356.43416666666667,358.1890463540993,355.2059536459007,356.6975,1,15,0,4,0.88470423
2024-04-23 10:05:00,2024-04-23 13:30:00,1,359.1,358.2,eod,-0.9000000000000341,0.121519,-1.021519000000034,-32177.848500001077,1.0,2024-04-23,359.15,359.2,358.5,0.0,358.2,358.6,358.2,0.0,1.0,2024,52.94117647058777,0.4242803642869148,0.4796655108561148,-0.0553851465692,0.8821428571428547,382.1410714285714,1.0,359.015,357.3158333333333,359.82811616318054,358.20188383681943,359.015,0,10,1,4,0.78029895
2024-04-26 10:50:00,2024-04-26 15:30:00,1,361.75,361.85,eod,0.1000000000000227,0.121708,-0.0217079999999772,-683.8019999992841,1.0,2024-04-26,362.25,362.35,361.7,0.0,361.85,362.3,361.85,0.0,1.0,2024,58.18181818181781,0.4198158345585625,0.4621689690611189,-0.0423531345025564,0.5107142857142881,382.1410714285714,1.0,361.72,360.1625000000001,362.3264564895693,361.11354351043065,361.72,0,10,4,4,0.68169814
2024-04-29 09:05:00,2024-04-29 15:45:00,1,365.2,365.65,eod,0.4499999999999886,0.1219255,0.3280744999999886,10334.34674999964,1.0,2024-04-29,364.95,365.3,364.5,0.0,365.65,365.65,365.65,0.0,1.0,2024,71.56862745098042,0.5844822372463341,0.276110055523897,0.308372181722437,0.6285714285714253,382.1410714285714,1.0,363.1,362.82,365.4420638671783,360.7579361328218,363.1,1,9,0,4,0.7455602
2024-05-07 09:20:00,2024-05-07 15:45:00,1,372.8,373.7,eod,0.8999999999999773,0.122395,0.7776049999999772,24494.55749999928,1.0,2024-05-07,372.85,372.9,372.55,0.0,373.7,373.7,373.7,0.0,1.0,2024,84.50704225352094,1.8704342397847429,1.1768489753847995,0.6935852643999432,0.9214285714285656,382.1410714285714,1.0,368.1625,366.95416666666665,375.18381154340057,361.1411884565995,368.1625,1,9,1,5,0.71625966
2024-05-20 09:15:00,2024-05-20 13:00:00,1,374.95,374.35,eod,-0.5999999999999659,0.122479,-0.7224789999999659,-22758.088499998925,1.0,2024-05-20,374.7,375.15,374.5,0.0,374.35,374.4,374.0,0.0,1.0,2024,71.53846153846219,0.7280708274747099,0.4238418428642931,0.3042289846104167,0.7285714285714155,369.7803571428572,-1.0,372.7775,372.3216666666667,375.7793371567738,369.7756628432261,372.7775,0,9,0,5,0.8070732
2024-05-27 10:45:00,2024-05-27 15:45:00,1,368.4,371.75,eod,3.3500000000000227,0.1222045,3.2277955000000227,101675.55825000071,1.0,2024-05-27,368.15,368.55,368.1,0.0,371.75,371.75,371.75,0.0,1.0,2024,54.92957746478808,0.2675672694705895,0.2919256418210877,-0.0243583723504982,0.4571428571428514,364.7267857142857,-1.0,368.0625,367.25166666666667,368.645482350585,367.47951764941496,368.0625,1,10,0,5,0.73299277
